Gene	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	Bcells.var	CAFs.var	CD4_Tcells.var	CD8_Tcells.var	Endothelial.var	Macrophages.var	NKcells.var
YAE1D1	7.0921	0	3.5032	21.009	3.4927	4.334	0	39.282	0	36.837	140.92	11.584	19.892	0
YAF2	16.567	2.5088	21.79	19.847	9.8358	5.8418	18.414	35.363	3.3363	60.203	54.306	12.058	9.8948	28.704
YAP1	0	4.8951	0.36757	0.36102	4.4784	0.01561	0	0	11.659	4.6912	3.0856	10.434	0.14135	0
YARS	39.966	90.924	68.508	132.02	22.3	22.994	112.73	109.41	216.89	177.07	262.08	48.049	59.414	218.39
YARS2	52.657	9.8811	35.741	40.315	4.6463	12.918	46.385	151.82	19.819	160.16	127.41	6.9627	29.236	171.13
YBEY	8.162	20.86	10.169	9.795	9.0374	0.11951	7.4559	52.151	40.529	60.833	61.546	29.974	1.0822	28.408
YBX1	67.759	70.909	64.854	61.386	99.638	118.06	70.762	114.52	65.143	162.34	131.52	116.07	161.1	162.74
YBX2	1.0006	0	0	0.037205	0	0.04256	0	7.8787	0	0	0.73779	0	0.38539	0
YDJC	76.937	9.304	67.559	71.088	58.838	35.758	100.95	247.49	26.316	264.98	207.4	195.15	131.7	344.26
YEATS2	24.904	3.4613	10.611	21.175	44.715	10.246	4.762	108.8	7.7444	35.485	52.203	42.998	23.345	12.408
YEATS4	25.216	9.6165	43.028	31.363	0	25.725	20.883	104.64	27.199	137.39	147.55	0	105.7	73.136
YES1	6.2908	13.042	11.239	23.972	39.656	4.0638	15.436	7.2172	24.375	25.335	63.556	61.904	7.8404	34.506
YIF1A	80.236	157.41	100.61	88.595	74.207	80.798	164.89	205.15	175.97	293.92	265.64	140.61	165	377.85
YIF1B	15.334	29.257	25.169	22.304	12.494	63.505	8.1365	56.071	48.524	74.604	71.143	34.786	102.03	28.984
YIPF1	34.59	58.205	36.347	55.24	1.711	37.496	0	134.51	154.89	147.59	197.61	5.6748	139.04	0
YIPF2	11.122	105.66	3.0384	11.512	9.1501	11.784	12.979	49.902	98.933	18.768	77.554	29.798	54.526	72.262
YIPF3	119.39	299.64	95.18	122.69	448.92	119.64	68.027	302.74	399.96	269.95	316.91	449.27	196.49	268.44
YIPF4	35.459	35.612	53.558	67.92	20.077	42.99	30.733	110.05	53.447	169.59	175.02	31.464	192	107.34
YIPF5	36.903	64.147	53.288	38.578	45.151	24.14	38.383	104.62	56.387	114.8	108.1	60.707	55.199	114.74
YIPF6	12.476	4.7438	6.1703	8.9882	10.974	11.59	17.439	39.598	9.1223	22.444	33.326	19.503	26.752	62.049
YIPF7	0	0	0	0.015918	0	0.21415	0	0	0	0	0.38534	0	1.9392	0
YJEFN3	8.3315	13.787	0.37292	3.0468	3.4445	0	0.38225	65.602	30.724	3.1008	20.373	11.424	0	2.1283
YKT6	20.023	2.4112	18.055	18.664	8.0062	24.629	30.395	70.911	6.82	76.768	87.181	26.554	83.011	160
YLPM1	17.158	9.3251	17.39	11.981	14.268	6.7453	4.394	41.923	9.7823	45.394	36.373	29.63	25.872	13.933
YME1L1	63.589	42.751	63.922	58.93	29.705	38.663	52.598	122.86	39.918	142.7	128.94	29.553	65.556	102.23
YOD1	0	4.3737	2.2516	5.3233	0.068183	2.7344	7.4202	0	12.371	15.67	31.75	0.22614	13.901	36.219
YPEL1	6.3726	7.3152	9.3932	11.669	5.4654	3.402	41.339	11.516	19.215	19.824	29.525	8.526	5.0703	118.77
YPEL2	23.755	12.037	14.082	8.8256	66.809	9.2983	5.0387	74.4	18.286	51.97	42.097	135.73	26.565	28.054
YPEL3	26.703	15.612	31.389	40.2	35.378	12.379	160.36	122.53	21.821	115.71	146.6	61.013	50.426	456.38
YPEL4	0	2.2349	1.4039	0.10306	0	0	0	0	6.3213	17.836	1.9795	0	0	0
YPEL5	251.41	26.273	284.19	195.18	147.12	97.35	278.07	436.67	37.356	419.97	417.2	116.28	198.44	390.28
YRDC	0.1337	0	4.1043	3.2198	3.7181	0.41527	0.035807	1.0528	0	24.917	32.776	10.236	3.1962	0.19936
YTHDC1	15.236	10.841	21.458	23.755	18.706	12.957	35.751	37.451	14.605	40.3	60.206	19.23	26.316	59.679
YTHDC2	20.928	5.0525	18.476	16.771	2.2546	8.0668	10.199	59.026	11.464	46.778	49.846	4.4101	22.131	30.898
YTHDF1	5.1445	14.931	9.5858	9.312	46.963	10.272	6.6105	23.729	28.957	55.107	75.162	70.972	30.971	20.967
YTHDF2	92.656	58.868	75.241	112.46	127.63	42.366	97.794	210.2	60.801	180.72	256.6	168.71	75.481	231.25
YTHDF3	50.639	25.043	30	44.166	25.787	17.21	27.386	170.26	29.121	130.92	109.86	29.941	39.222	89.841
YWHAB	181.77	176.04	345.51	267.25	225.59	215.54	274.98	269.57	109.6	369.96	328.78	190.7	160.54	257.27
YWHAE	140.99	200.16	114.81	110.07	304.54	232.05	216.1	234.34	158.42	174.87	193.81	125.77	193.44	319.33
YWHAG	4.1096	16.919	13.394	9.0069	11.488	14.741	6.6953	18.021	13.338	49.578	30.332	13.95	31.825	18.011
YWHAH	29.313	25.724	25.517	34.058	113.47	63.819	31.234	165.45	35.278	130.01	142.11	192.42	127.84	126.56
YWHAQ	177.03	189.29	208.43	361	312.38	99.744	234.4	387.07	225.14	343.75	534.9	464.11	136.07	443.76
YWHAZ	764.78	284.3	774.89	982.7	184.93	572.9	1056	565.84	204.38	701.42	751	198.61	495.85	859.18
YY1	22.68	2.4425	23.538	18.849	6.9154	10.711	12.343	85.088	6.9086	77.738	73.28	16.673	31.613	51.691
YY1AP1	18.113	30.556	80.791	77.898	7.7549	46.228	112.98	58.544	42.224	289.11	191.03	16.132	111.51	336.1
YY1P2	0.21386	0	0.42653	1.5494	0	0.43791	0.73711	1.2168	0	2.9721	11.546	0	2.1312	2.3608
YY2	3.5391	0	0	1.084	0	0	0	27.867	0	0	19.163	0	0	0
ZACN	0.14644	0	1.818	0.82489	7.13	0.73582	0	1.1531	0	12.751	13.54	20.986	6.2541	0
ZADH2	0.065157	2.7399	6.2705	14.089	2.7655	6.2563	0.041614	0.38086	7.6412	28.79	62.092	9.1722	23.196	0.16109
ZAK	11.257	43.178	5.2613	5.1232	10.199	14.244	13.296	43.87	34.512	27.962	29.564	19.05	44.49	50.526
ZAN	0	0	0.1081	0.072023	0	0.019146	0	0	0	1.0147	0.67378	0	0.17338	0
ZAP70	20.374	0	415.66	396.11	0	0	584.22	88.78	0	469.8	469.63	0	0	661.41
ZAR1	0.034676	0	0	0.048995	0	0	0	0.27304	0	0	0.81288	0	0	0
ZAR1L	0	0	0.1194	0.16128	0	0	0	0	0	1.5337	3.5633	0	0	0
ZBBX	0	0	0.062001	0.069491	0	0	0	0	0	0.56441	1.1721	0	0	0
ZBED1	10.545	23.995	26.24	21.46	33.405	25.416	21.353	42.928	39.412	80.375	90.93	64.63	61.349	84.196
ZBED2	0.22691	0	84.628	178.88	0	0	18.38	1.7867	0	436.47	565.52	0	0	72.56
ZBED3	0	0	0	0.032587	9.0404	0.80352	0	0	0	0	0.57005	20.118	5.0628	0
ZBED3-AS1	0	1.3574	3.0412	0.40527	0	3.7469	0.52966	0	3.8394	39.065	5.9898	0	33.882	2.949
ZBED4	2.209	0.83125	3.0045	4.6506	0	2.9171	6.5598	17.394	2.3511	15.359	27.151	0	12.21	16.529
ZBED5	23.65	7.3063	46.585	50.494	7.0954	17.568	40.532	49.105	14.122	161.81	153.54	13.808	49.622	166.24
ZBED6	16.393	12.352	25.412	26.591	11.251	15.139	33.481	96.685	15.494	118.41	108.42	24.874	58.709	149.02
ZBP1	73.385	0.37125	55.301	45.748	1.3218	3.2257	26.759	138.13	1.0501	120.16	138.23	2.3246	9.1269	46.951
ZBTB1	45.23	10.292	40.097	79.827	22.297	15.545	49.33	150.3	19.096	130.22	197.39	60.133	43.871	94.748
ZBTB10	7.195	0.89748	4.456	3.6413	0.18091	3.0174	0	50.102	1.8864	33.277	27.788	0.6	17.234	0
ZBTB11	7.2906	2.4649	30.658	35.567	13.683	4.8808	11.126	43.761	6.9718	100.13	122.95	30.124	18.053	40.261
ZBTB12	0	0.51	0.57947	0.45394	0	0.90244	0.17839	0	1.4425	6.2111	3.5292	0	6.1869	0.99325
ZBTB14	10.4	0	6.7952	16.473	7.2789	4.2527	35.407	40.593	0	39.14	99.885	24.141	13.898	127.36
ZBTB16	25.072	24.17	11.928	4.2985	114.4	32.083	437.74	170.8	55.161	66.387	54.101	234.71	125.37	739.09
ZBTB17	4.0995	26.301	33.205	41.167	37.118	11.172	23.156	16.02	42.128	119.83	129.93	71.592	44.546	122.57
ZBTB18	2.9248	0	1.9294	0.78109	0	0.92595	2.4416	12.835	0	13.299	11.401	0	3.9041	9.4696
ZBTB2	44.206	6.5311	20.54	34.906	0.59727	2.1105	0.11	173.61	14.397	92.548	141.95	1.9809	16.594	0.45094
ZBTB20	49.72	22.366	30.406	23.91	124.26	12.358	7.5881	145.2	31.633	114.2	82.212	123.01	42.476	24.44
ZBTB20-AS1	0	0	4.1379	4.1797	0	0	2.2159	0	0	28.01	29.641	0	0	11.696
ZBTB21	2.9625	0.19625	5.401	5.129	7.9603	2.1875	12.726	17.833	0.55507	24.659	33.017	17.293	7.2817	38.029
ZBTB22	0.11273	13.492	2.6566	1.7396	2.8073	0.75183	8.7376	0.88767	38.16	24.077	16.111	9.3108	5.4367	48.649
ZBTB24	20.092	7.4174	26.565	24.145	1.2391	1.7884	2.0549	79.29	19.998	111.23	99.837	2.6208	6.0733	3.4015
ZBTB25	23.67	7.1135	29.758	52.752	10.964	11.332	14.808	79.471	20.12	112.65	248.92	36.363	62.593	58.792
ZBTB26	6.3633	11.619	6.602	11.999	1.4919	6.4872	0	50.104	32.865	48.565	105.08	4.9479	28.748	0
ZBTB3	38.181	13.797	29.94	35.95	29.826	14.081	27.425	92.822	27.756	36.645	43.68	43.922	23.863	18.889
ZBTB32	31.116	0	16.868	22.808	0	0	0	116.43	0	109.22	108.96	0	0	0
ZBTB33	13.748	14.122	25.74	20.711	2.6547	5.2	20.28	53.075	32.329	94.89	76.293	5.9729	22.7	79.322
ZBTB34	7.6598	0.78625	4.1155	0.88698	0.29909	1.6471	24.322	49.471	2.2238	30.486	8.2186	0.99199	6.0582	109.87
ZBTB37	7.3322	1.9499	5.9048	14.966	25.316	3.1124	16.803	57.734	5.5152	56.175	96.885	83.962	28.184	68.791
ZBTB38	25.057	30.53	31.244	69.691	23.886	9.153	45.662	53.968	39.225	70.863	138.76	41.547	23.554	149.18
ZBTB39	2.0447	0	3.9965	2.3612	0	0.15439	0.22388	12.873	0	30.173	24.281	0	1.2541	1.2465
ZBTB4	9.0512	9.1625	10.5	10.155	9.7545	6.1695	15.291	29.827	14.807	38.233	36.544	23.063	14.229	43.375
ZBTB40	24.311	4.0087	16.716	12.844	0.8391	3.4014	13.318	84.019	8.2824	52.782	45.876	1.2153	11.512	42.778
ZBTB41	4.1987	1.0925	3.4988	7.8634	2.5781	4.0734	1.1878	23.017	3.0901	23.318	40.192	6.5778	14.731	3.9217
ZBTB42	0	0.45	1.1534	2.8502	0	2.6333	0	0	1.2728	14.816	34.732	0	18.832	0
ZBTB43	24.357	1.3474	14.566	22.512	3.1673	11.842	34.63	60.788	3.5517	51.115	71.444	3.9421	28.413	117.6
ZBTB44	16.984	1.2487	7.9047	9.1165	6.9683	4.5881	6.2986	54.569	3.0591	29.627	38.537	13.217	16.483	24.83
ZBTB45	9.2363	2.3212	2.4228	2.2876	0	5.3098	2.8979	40.475	6.5654	13.939	13.257	0	15.595	13.517
ZBTB46	0	0	1.4291	2.2515	6.2511	1.4636	0.15323	0	0	9.7208	21.249	13.984	9.2909	0.85314
ZBTB47	0.0082259	2.6487	0.14539	0.68225	0	3.4912	0	0.064771	6.3193	1.8676	7.4605	0	16.474	0
ZBTB48	5.3565	9.5034	14.24	38.809	55.757	13.444	36.557	26.445	26.88	64.176	151.19	160.43	52.359	142.59
ZBTB49	17.65	0	3.7271	11.213	0	4.1228	77.38	73.769	0	28.819	64.09	0	21.746	312
ZBTB5	8.895	7.9686	10.875	4.7284	10.86	0.68841	0	61.616	15.001	67.634	34.096	36.018	6.2338	0
ZBTB6	21.134	5.2162	12.828	8.8003	1.4674	2.0766	0	85.527	14.754	72.211	53.271	4.8667	13.162	0
ZBTB7A	0.98509	0	1.146	1.5312	1.3518	3.1041	2.7688	3.2476	0	6.1911	9.0488	4.4835	11.187	7.6675
ZBTB7B	1.4694	7.9138	3.0947	1.185	0.12	1.5869	5.9526	6.5734	15.354	16.792	10.376	0.39798	4.8663	33.143
ZBTB7C	0	0	0.0026666	0.087724	1.4428	0	0.33387	0	0	0.034254	1.1611	4.7852	0	1.8589
ZBTB8A	31.656	15.958	42.918	47.694	24.689	15.958	34.538	19.677	9.3944	50.084	46.229	26.219	13.979	19.843
ZBTB8B	1.0472	0.91002	1.0991	1.0364	0	0.26695	0.50388	2.559	2.4087	4.6797	4.6223	0	0.92122	1.4047
ZBTB8OS	64.438	34.21	64.044	39.435	57.166	22.438	111.05	156	60.945	213.04	121.93	100.57	59.064	339.77
ZBTB9	9.0114	19.285	8.4632	17.942	17.804	0	1.6158	70.956	27.427	58.544	110.1	39.611	0	8.9965
ZC2HC1A	3.9987	12.687	4.6752	0.50071	0	3.4086	0.13516	22.17	25.594	25.68	5.2594	0	13.172	0.75257
ZC2HC1B	0	0	0.22018	0.011989	0	0	0	0	0	2.8282	0.22169	0	0	0
ZC2HC1C	0	0	0.86104	0.27015	4.9363	7.4983	0	0	0	9.6916	4.2822	16.372	58.87	0
ZC3H10	5.7757	0	3.1742	11.426	0	5.5402	0	37.762	0	31.422	72.22	0	22.05	0
ZC3H11A	62.097	21.686	57.839	44.433	22.736	12.904	11.031	132.67	21.584	121.94	109.04	30.735	27.655	26.682
ZC3H12A	56.376	3.8251	67.982	36.595	23.102	50.453	42.217	174.52	10.819	206.89	140.43	72.931	126.49	127.88
ZC3H12B	3.4961	0.4675	4.5491	6.3512	1.3027	1.2635	3.2175	7.2421	0.58121	16.207	28.071	1.5314	1.8408	3.5213
ZC3H12C	0	0	0.15649	4.7174	2.4463	0.060122	0	0	0	1.3587	34.543	8.1135	0.28873	0
ZC3H12D	30.016	13.578	52.015	40.69	16.639	13.888	28.046	35.417	14.653	67.778	44.221	20.245	17.486	17.105
ZC3H13	22.252	14.797	25.385	35.921	33.626	19.553	41.6	59.611	19.663	57.312	76.932	40.677	44.745	80.687
ZC3H14	46.404	29.116	21.741	33.53	8.1056	12.987	52.807	135.89	60.761	84.511	110.17	19.073	36.679	130.02
ZC3H15	68.03	42.124	78.001	82.42	34.755	61.558	103.45	154.75	42.306	151.4	180.4	66.907	119.59	208.24
ZC3H18	15.193	14.385	9.4216	10.681	5.5257	6.9221	6.7858	46.672	40.157	45.709	44.583	12.565	16.459	26.315
ZC3H3	25.14	11.83	33.546	19.19	2.551	16.511	0.38937	83.679	26.988	126.79	73.556	8.4607	49.956	1.7157
ZC3H4	8.9402	3.1413	8.5177	11.861	0	6.3594	5.3912	25.344	5.1761	37.029	43.75	0	14.903	15.029
ZC3H6	8.4105	2.0575	7.8941	8.2487	4.5054	3.2797	5.4778	25.486	2.5317	11.398	17.723	4.3601	5.9077	5.2388
ZC3H7A	69.298	1.335	30.463	86.403	5.1246	13.447	22.341	155.22	2.7397	89.728	191.44	9.0101	32.737	70.838
ZC3H7B	0.68719	2.8524	8.4712	7.8851	9.1076	1.5252	0.52967	4.4598	6.801	31.567	28.832	21.639	5.1782	2.6561
ZC3H8	5.0783	0.52374	39.212	16.353	1.1982	3.6861	0	20.184	1.4814	126.89	80.385	3.974	10.876	0
ZC3HAV1	55.331	32.617	173.57	123.21	108.91	50.163	158.74	100.76	47.043	233.08	183.8	163.83	70.762	240.11
ZC3HAV1L	9.8715	6.0838	12.343	12.634	16.018	4.6744	11.723	13.842	10.96	23.951	28.309	19.836	6.8856	15.362
ZC3HC1	43.599	33.384	21.936	15.975	0	15.208	20.515	171.42	73.461	138.37	88.967	0	55.325	81.142
ZC4H2	3.9816	23.756	0.48813	4.976	23.365	0.90242	0.64326	24.069	45.051	4.1325	43.651	56.343	7.9411	2.8168
ZCCHC10	15.63	8.6349	35.244	32.52	4.2963	13.604	7.8962	97.522	24.423	156.73	147.24	9.9665	54.771	32.765
ZCCHC11	48.21	30.581	28.807	30.601	9.3924	4.0634	23.835	88.195	46.788	74.932	76.615	20.902	15.182	47.469
ZCCHC12	0	0	0	5.5113	0	0	0	0	0	0	79.025	0	0	0
ZCCHC13	0	0	0.40932	0.21507	0	0	0	0	0	5.2579	5.2063	0	0	0
ZCCHC14	0.64078	0.505	0.55946	1.3337	11.605	1.296	0	3.7054	0.96687	4.6741	13.407	18.677	4.4336	0
ZCCHC16	0.43223	0.13	0.33969	0.61554	0	0.10939	0.11258	1.4123	0.36769	2.1842	5.2088	0	0.34113	0.62684
ZCCHC17	37.379	29.649	56.801	70.388	16.234	40.68	171.04	128.73	43.803	187.56	186.69	36.145	92.249	416.82
ZCCHC18	13.182	0	11.986	7.0272	0	0	0	91.172	0	100.26	61.164	0	0	0
ZCCHC2	11.511	18.111	12.465	12.681	5.4854	10.725	13.188	49.695	40.796	57.016	61.049	18.193	27.776	70.885
ZCCHC24	0.60223	48.244	2.878	2.7649	0	5.5757	5.706	4.7419	86.225	20.968	23.996	0	21.047	24.542
ZCCHC3	0.23129	8.629	3.3948	10.027	0	0.77656	1.1084	1.5029	15.166	22.092	56.752	0	2.9331	3.6648
ZCCHC4	21.659	1.4225	18.593	25.869	19.615	9.2715	12.213	78.325	2.4007	46.836	70.028	40.061	25.631	24.175
ZCCHC5	0.12193	0	0	0.0036737	0	0	0	0.96007	0	0	0.08893	0	0	0
ZCCHC6	38.129	15.798	40.688	43.379	9.0548	30.161	41.185	67.521	27.686	103.99	102.8	21.923	48.8	90.933
ZCCHC7	102.32	36.757	40.622	33.374	2.8636	14.96	25.89	173.37	71.311	126.38	118.71	9.4974	47.659	55.773
ZCCHC8	19.884	7.9326	27.258	39.879	7.5766	12.005	17.977	55.022	10.467	61.434	105.15	10.998	19.855	28.11
ZCCHC9	2.2203	3.0111	25.877	25.158	0	13.067	3.9751	11.443	8.5166	98.765	105.04	0	45.591	22.132
ZCRB1	32.652	42.729	31.112	52.53	18.741	47.377	24.647	144.68	62.372	106.95	147.56	37.693	89.805	72.166
ZCWPW1	0.47706	2.3638	1.6354	0.92567	0	3.0996	0	2.5002	6.6858	12.732	8.5332	0	13.562	0
ZCWPW2	0	0	0	0.099387	0	2.2299	0	0	0	0	2.2728	0	15.346	0
ZDBF2	0.66674	0.0025	2.8217	3.1892	0.18727	0.33622	3.0257	1.2096	0.007071	11.239	18.567	0.62112	0.70658	10.414
ZDHHC1	0	5.8136	0.4077	0.22404	0	0.5961	0	0	16.443	5.237	4.2902	0	5.3979	0
ZDHHC11	0	0	2.5348	2.1852	0	0.026584	0	0	0	17.365	22.809	0	0.24073	0
ZDHHC12	106.56	79.124	83.961	53.516	22.804	51.237	52.452	548.92	126.67	262.83	177.64	75.633	115.74	207.33
ZDHHC13	22.756	12.867	13.995	30.683	50.461	3.6863	1.2494	113.14	36.394	77.107	146.84	57.821	20.998	6.9562
ZDHHC14	8.1513	0	0.068668	3.4289	0	5.4508	6.6059	55.178	0	0.52439	30.271	0	27.316	36.78
ZDHHC15	1.6151	0.075	3.4779	3.6945	1.15	0.62012	1.8304	1.8032	0.16309	12.038	17.485	2.0652	1.1572	2.4238
ZDHHC16	23.932	78.119	33.758	25.905	54.968	8.3028	2.8162	114.86	129.88	131.3	137.25	98.233	46.209	15.68
ZDHHC17	7.6007	5.8238	18.143	26.012	22.715	16.585	15.562	37.2	13.772	91.909	88.898	41.982	51.757	58.787
ZDHHC18	8.3275	4.9224	14.275	20.289	0.9618	9.8474	2.8368	47.179	13.923	58.47	68.901	3.1899	40.187	11.225
ZDHHC19	0	0	0.19509	0.095841	0	0.9237	0	0	0	2.506	1.7864	0	8.1222	0
ZDHHC2	12.64	0	7.3488	7.2277	0.52091	12.382	26.132	44.393	0	27.381	32.557	1.7277	37.463	85.536
ZDHHC20	6.5516	8.4985	22.54	31.188	23.115	19.637	18.496	16.205	14.649	70.636	75.717	39.54	42.144	59.776
ZDHHC21	10.905	8.104	4.3111	5.4768	4.5137	2.291	0.60161	41.043	22.18	16.686	26.765	10.943	7.8736	3.3496
ZDHHC22	0	0	0.11994	0.10338	0	0	0	0	0	1.5235	1.0442	0	0	0
ZDHHC23	10.431	0	0.19945	0.060972	0	0	0	74.136	0	1.8165	1.0679	0	0	0
ZDHHC24	26.938	41.445	29.271	43.365	41.731	39.292	31.158	74.595	65.286	123.47	172.21	97.155	138.01	156.92
ZDHHC3	4.8959	6.2213	6.2036	11.048	18.763	8.8655	8.733	12.44	12.914	18.259	30.291	23.363	24.996	26.774
ZDHHC4	51.645	53.084	7.46	49.996	15.499	25.184	34.291	170.1	96.43	43.495	173.15	45.269	65.561	190.93
ZDHHC5	6.985	15.862	22.512	26.731	25.676	9.2449	15.122	30.561	32.346	91.698	95.874	45.912	27.915	82.264
ZDHHC6	47.996	43.133	50.052	92.443	39.059	41.712	92.841	144.21	80.141	156.27	243.33	80.684	138.72	255.46
ZDHHC7	0.40628	23.38	18.513	20.035	36.47	25.017	6.0734	2.3611	37.771	104.25	94.337	79.655	61.402	33.816
ZDHHC8	0.31774	1.3525	2.7262	2.7063	1.4618	1.0233	4.3143	2.5018	2.7126	12.207	15.763	3.3199	5.7726	16.754
ZDHHC8P1	4.1042	2.8325	8.2857	6.636	4.0218	2.5025	5.3405	5.0576	6.1808	14.565	12.191	7.3438	3.4044	5.5288
ZDHHC9	3.4799	40.082	2.3738	2.2574	37.214	4.8926	0.6123	19.939	44.586	18.453	22.921	60.863	21.225	3.4091
ZEB1	9.0085	67.544	16.979	21.145	104.55	0.31828	8.7296	61.444	76.529	60.746	78.261	241.33	2.108	39.353
ZEB1-AS1	4.7635	0.39749	7.7564	2.7979	7.421	0	0	28.286	0.77599	64.779	26.08	19.258	0	0
ZEB2	25.027	20.309	8.8956	37.23	3.5883	91.922	63.531	67.505	33.26	72.521	90.744	11.901	124.2	105.34
ZEB2-AS1	0	0	0.20084	0.37791	0	0.42888	0	0	0	2.5799	4.8809	0	3.225	0
ZER1	8.1707	18.564	8.2359	17.653	48.226	2.358	16.4	39.372	27.213	41.522	73.974	86.883	9.4573	57.677
ZFAND1	48.465	29.423	25.738	38.191	42.934	16.454	9.3209	162.88	69.023	101.86	156.3	78.998	53.938	50.639
ZFAND2A	16.243	58.656	30.82	31.129	11.505	18.76	49.856	74.26	93.809	139.77	163.47	27.377	66.481	160.67
ZFAND2B	39.397	32.961	32.015	49.338	44.615	11.067	111.33	137.67	88.379	136.12	179.03	91.665	37.895	229.81
ZFAND3	12.763	4.7051	1.7542	5.5252	2.5174	1.9037	8.647	50.726	13.308	8.2028	41.887	8.3492	5.4131	34.496
ZFAND4	4.6646	0	1.1476	8.3098	4.9073	1.8386	0.84132	26.218	0	7.052	62.89	16.276	11.035	4.6843
ZFAND5	27.585	47.39	45.062	48.627	75.428	96.733	53.021	75.762	36.72	86.551	114.66	62.793	162.53	102.19
ZFAND6	165.57	155.56	111.89	120.05	247.76	77.56	93.419	505.07	182.85	301.28	313.48	330.14	153.36	230.84
ZFAS1	310.82	179.44	286.86	131.41	139.14	183.39	168.68	474.04	144.59	399.22	257.36	152.01	192.29	247.75
ZFAT	13.88	0.19625	2.8679	6.0331	5.3374	0.65805	1.7623	51.102	0.34467	14.082	33.829	17.455	1.3218	4.3633
ZFAT-AS1	0.31788	0	1.714	0.81576	0	0	1.9736	2.503	0	18.559	11.976	0	0	10.989
ZFC3H1	42.376	4.9111	17.069	23.569	17.926	16.777	22.618	110.98	6.9505	45.418	52.198	29.145	32.128	44.841
ZFHX2	0	0	0.43261	0.13455	0.022727	0.68937	0	0	0	4.567	2.0183	0.075377	4.6676	0
ZFHX3	3.935	1.4487	0.28503	0.86925	9.5123	7.6646	2.504	24.939	2.3964	2.5872	7.4337	19.286	14.505	12.959
ZFHX4	0	10.286	0.84033	0.079695	0	0.056829	2.7627	0	13.173	6.9634	0.95756	0	0.46104	15.382
ZFHX4-AS1	0	6.5362	0	0.093461	0	0	0	0	18.487	0	2.2624	0	0	0
ZFP1	0	0	4.3613	6.589	6.1501	0.097798	0	0	0	37.466	58.206	20.398	0.8856	0
ZFP106	49.316	16.251	28.318	26.707	6.5755	24.558	33.292	112.56	15.45	48.883	54.048	10.855	34.355	63.367
ZFP112	0	0	0.90407	0.062044	76.186	0	0.03129	0	0	11.613	1.0592	242.03	0	0.17422
ZFP14	14.329	3.9776	19.978	19.523	10.534	6.5822	15.026	13.326	6.3456	41.766	39.566	10.772	7.7995	15.473
ZFP2	2.95	0	0.028303	1.6253	0	0.12488	0.047421	20.662	0	0.32672	36.659	0	0.70612	0.26403
ZFP28	0.13015	0	0	2.6892	5.589	0	0.22775	1.0248	0	0	23.653	16.209	0	1.2681
ZFP3	28.463	4.9937	22.281	8.9099	6.8166	2.2521	4.5503	122.48	14.124	102.14	50.128	19.765	12.809	23.382
ZFP30	10.755	1.16	8.4891	7.82	4.8892	3.2856	5.5534	50.498	2.0741	36.808	29.802	11.041	7.4612	5.518
ZFP36	250.23	1452.6	562.17	543.46	1569.7	1453.2	1416.7	395.3	1256.2	799.29	811.12	1547.8	1504.7	1919.8
ZFP36L1	435.52	513.51	305.67	304.04	281.98	527.71	254.68	450.03	660.11	479.12	370.63	298.58	504.61	289.69
ZFP36L2	194.83	102.79	443.92	267.34	98.303	87.677	497.75	350.24	156.22	491.9	441.29	107.22	108.49	627.16
ZFP37	1.5236	0	0.74507	0.1505	0	0.0071951	0	11.997	0	8.9012	2.2684	0	0.065154	0
ZFP41	10.909	0.1025	3.9493	8.9595	24.5	3.2002	5.6653	53.126	0.19717	21.542	48.386	55.783	15.091	31.543
ZFP42	15.46	9.7354	24.323	22.586	11.092	7.7604	22.299	13.038	21.228	35.586	26.485	14.033	9.5436	21.324
ZFP57	0	0	2.2544	2.4946	0	0	3.6881	0	0	28.958	35.635	0	0	20.535
ZFP62	15.966	0	21.599	17.828	41.588	1.7213	50.558	74.532	0	109.82	80.086	134.93	11.483	241.15
ZFP64	3.3154	15.011	25.343	15.31	4.2947	3.558	2.0449	12.13	30.243	98.764	69.821	7.4013	21.955	3.6189
ZFP69	0.054514	3.2338	1.6025	1.8036	0	0	0	0.42925	9.1466	17.78	24.178	0	0	0
ZFP69B	4.6395	0	0.74265	1.4073	4.5711	0	0	25.666	0	7.6307	17.285	15.16	0	0
ZFP82	70.13	0.73624	6.5521	12.562	11.435	5.3699	0	396.06	2.0824	83.519	109.03	37.926	29.791	0
ZFP90	14.607	13.637	14.051	19.316	7.6553	3.8757	12.77	56.959	30.509	60.866	85.664	23.914	15.399	35.052
ZFP91	15.198	12.159	12.229	14.371	10.794	9.9269	9.005	54.438	24.413	50.812	51.374	35.176	27.505	34.116
ZFP91-CNTF	0.25046	2.0362	2.0421	2.3109	0	0.12536	3.2203	1.9721	5.7592	15.145	25.405	0	0.90059	11.681
ZFP92	0.037419	0	0.069271	0.013515	0	0	0.77646	0.29464	0	0.8898	0.32715	0	0	4.3231
ZFPL1	23.194	54.328	20.836	12.508	21.761	23.05	24.77	85.637	86.748	101	78.538	53.417	62.068	94.682
ZFPM1	0	0	0.17612	0.13229	0	0.13305	1.1572	0	0	1.6762	1.6794	0	1.2048	6.4428
ZFPM2	0	0	0.032303	0.11852	7.2812	0	0	0	0	0.41494	2.1382	18.437	0	0
